month,commodity,state,district,unit,min_price,max_price,modal_price
2024-06,Tomato,Maharashtra,Jalgaon,Quintal,1491.0,1897.0,1694.0
2024-06,Wheat,Maharashtra,Nashik,Quintal,2101.0,2675.0,2388.0
2024-06,Wheat,Maharashtra,Pune,Quintal,2112.0,2688.0,2400.0
2024-06,Wheat,Maharashtra,Ahmednagar,Quintal,2108.0,2684.0,2396.0
2024-06,Wheat,Maharashtra,Jalgaon,Quintal,2026.0,2578.0,2302.0
2024-06,Fodder,Maharashtra,Nashik,Quintal,329.0,419.0,374.0
2024-06,Fodder,Maharashtra,Pune,Quintal,328.0,418.0,373.0
2024-06,Fodder,Maharashtra,Ahmednagar,Quintal,305.0,389.0,347.0
2024-06,Fodder,Maharashtra,Jalgaon,Quintal,325.0,413.0,369.0
2024-06,Poultry,Maharashtra,Nashik,Kg,83.0,105.0,94.0
2024-06,Poultry,Maharashtra,Pune,Kg,81.0,103.0,92.0
2024-06,Poultry,Maharashtra,Ahmednagar,Kg,84.0,106.0,95.0
2024-06,Poultry,Maharashtra,Jalgaon,Kg,87.0,111.0,99.0
2024-06,MilkCow,Maharashtra,Nashik,Litre,34.0,44.0,39.0
2024-06,MilkCow,Maharashtra,Pune,Litre,34.0,44.0,39.0
2024-06,MilkCow,Maharashtra,Ahmednagar,Litre,35.0,45.0,40.0
2024-06,MilkCow,Maharashtra,Jalgaon,Litre,34.0,44.0,39.0
2024-07,Maize,Maharashtra,Nashik,Quintal,1861.0,2369.0,2115.0
2024-07,Maize,Maharashtra,Pune,Quintal,1963.0,2499.0,2231.0
2024-07,Maize,Maharashtra,Ahmednagar,Quintal,1853.0,2359.0,2106.0
2024-07,Maize,Maharashtra,Jalgaon,Quintal,2025.0,2577.0,2301.0
2024-07,Soybean,Maharashtra,Nashik,Quintal,4435.0,5645.0,5040.0
2024-07,Soybean,Maharashtra,Pune,Quintal,4345.0,5529.0,4937.0
2024-07,Soybean,Maharashtra,Ahmednagar,Quintal,4359.0,5547.0,4953.0
2024-07,Soybean,Maharashtra,Jalgaon,Quintal,4271.0,5435.0,4853.0
2024-07,Onion,Maharashtra,Nashik,Quintal,1810.0,2304.0,2057.0
2024-07,Onion,Maharashtra,Pune,Quintal,1709.0,2175.0,1942.0
2024-07,Onion,Maharashtra,Ahmednagar,Quintal,1350.0,1718.0,1534.0
2024-07,Onion,Maharashtra,Jalgaon,Quintal,1536.0,1956.0,1746.0
2024-07,Tomato,Maharashtra,Nashik,Quintal,1536.0,1954.0,1745.0
2024-07,Tomato,Maharashtra,Pune,Quintal,1056.0,1344.0,1200.0
2024-07,Tomato,Maharashtra,Ahmednagar,Quintal,1543.0,1963.0,1753.0
2024-07,Tomato,Maharashtra,Jalgaon,Quintal,1753.0,2231.0,1992.0
2024-07,Wheat,Maharashtra,Nashik,Quintal,1967.0,2503.0,2235.0
2024-07,Wheat,Maharashtra,Pune,Quintal,1999.0,2545.0,2272.0
2024-07,Wheat,Maharashtra,Ahmednagar,Quintal,2103.0,2677.0,2390.0
2024-07,Wheat,Maharashtra,Jalgaon,Quintal,2059.0,2621.0,2340.0
2024-07,Fodder,Maharashtra,Nashik,Quintal,317.0,403.0,360.0
2024-07,Fodder,Maharashtra,Pune,Quintal,329.0,419.0,374.0
2024-07,Fodder,Maharashtra,Ahmednagar,Quintal,311.0,395.0,353.0
2024-07,Fodder,Maharashtra,Jalgaon,Quintal,329.0,419.0,374.0
2024-07,Poultry,Maharashtra,Nashik,Kg,85.0,109.0,97.0
2024-07,Poultry,Maharashtra,Pune,Kg,87.0,111.0,99.0
2024-07,Poultry,Maharashtra,Ahmednagar,Kg,81.0,103.0,92.0
2024-07,Poultry,Maharashtra,Jalgaon,Kg,85.0,109.0,97.0
2024-07,MilkCow,Maharashtra,Nashik,Litre,33.0,43.0,38.0
2024-07,MilkCow,Maharashtra,Pune,Litre,35.0,45.0,40.0
2024-07,MilkCow,Maharashtra,Ahmednagar,Litre,33.0,43.0,38.0
2024-07,MilkCow,Maharashtra,Jalgaon,Litre,33.0,43.0,38.0
2024-08,Maize,Maharashtra,Nashik,Quintal,1830.0,2330.0,2080.0
2024-08,Maize,Maharashtra,Pune,Quintal,1959.0,2493.0,2226.0
2024-08,Maize,Maharashtra,Ahmednagar,Quintal,2004.0,2550.0,2277.0
2024-08,Maize,Maharashtra,Jalgaon,Quintal,1859.0,2365.0,2112.0
2024-08,Soybean,Maharashtra,Nashik,Quintal,4008.0,5100.0,4554.0
2024-08,Soybean,Maharashtra,Pune,Quintal,4172.0,5310.0,4741.0
2024-08,Soybean,Maharashtra,Ahmednagar,Quintal,4051.0,5155.0,4603.0
2024-08,Soybean,Maharashtra,Jalgaon,Quintal,4459.0,5675.0,5067.0
2024-08,Onion,Maharashtra,Nashik,Quintal,1420.0,1808.0,1614.0
2024-08,Onion,Maharashtra,Pune,Quintal,1782.0,2268.0,2025.0
2024-08,Onion,Maharashtra,Ahmednagar,Quintal,1304.0,1660.0,1482.0
2024-08,Onion,Maharashtra,Jalgaon,Quintal,1690.0,2152.0,1921.0
2024-08,Tomato,Maharashtra,Nashik,Quintal,1336.0,1700.0,1518.0
2024-08,Tomato,Maharashtra,Pune,Quintal,1289.0,1641.0,1465.0
2024-08,Tomato,Maharashtra,Ahmednagar,Quintal,1605.0,2043.0,1824.0
2024-08,Tomato,Maharashtra,Jalgaon,Quintal,1678.0,2136.0,1907.0
2024-08,Wheat,Maharashtra,Nashik,Quintal,2129.0,2709.0,2419.0
2024-08,Wheat,Maharashtra,Pune,Quintal,2131.0,2713.0,2422.0
2024-08,Wheat,Maharashtra,Ahmednagar,Quintal,1996.0,2540.0,2268.0
2024-08,Wheat,Maharashtra,Jalgaon,Quintal,2053.0,2613.0,2333.0
2024-08,Fodder,Maharashtra,Nashik,Quintal,305.0,389.0,347.0
2024-08,Fodder,Maharashtra,Pune,Quintal,317.0,403.0,360.0
2024-08,Fodder,Maharashtra,Ahmednagar,Quintal,304.0,388.0,346.0
2024-08,Fodder,Maharashtra,Jalgaon,Quintal,327.0,417.0,372.0
2024-08,Poultry,Maharashtra,Nashik,Kg,86.0,110.0,98.0
2024-08,Poultry,Maharashtra,Pune,Kg,91.0,115.0,103.0
2024-08,Poultry,Maharashtra,Ahmednagar,Kg,88.0,112.0,100.0
2024-08,Poultry,Maharashtra,Jalgaon,Kg,79.0,101.0,90.0
2024-08,MilkCow,Maharashtra,Nashik,Litre,34.0,44.0,39.0
2024-08,MilkCow,Maharashtra,Pune,Litre,34.0,44.0,39.0
2024-08,MilkCow,Maharashtra,Ahmednagar,Litre,33.0,43.0,38.0
2024-08,MilkCow,Maharashtra,Jalgaon,Litre,33.0,43.0,38.0
2024-09,Maize,Maharashtra,Nashik,Quintal,1967.0,2503.0,2235.0
2024-09,Maize,Maharashtra,Pune,Quintal,1854.0,2360.0,2107.0
2024-09,Maize,Maharashtra,Ahmednagar,Quintal,2054.0,2614.0,2334.0
2024-09,Maize,Maharashtra,Jalgaon,Quintal,1938.0,2466.0,2202.0
2024-09,Soybean,Maharashtra,Nashik,Quintal,4402.0,5602.0,5002.0
2024-09,Soybean,Maharashtra,Pune,Quintal,4304.0,5478.0,4891.0
2024-09,Soybean,Maharashtra,Ahmednagar,Quintal,4074.0,5186.0,4630.0
2024-09,Soybean,Maharashtra,Jalgaon,Quintal,4231.0,5385.0,4808.0
2024-09,Onion,Maharashtra,Nashik,Quintal,1721.0,2191.0,1956.0
2024-09,Onion,Maharashtra,Pune,Quintal,1526.0,1942.0,1734.0
2024-09,Onion,Maharashtra,Ahmednagar,Quintal,1891.0,2407.0,2149.0
2024-09,Onion,Maharashtra,Jalgaon,Quintal,1379.0,1755.0,1567.0
2024-09,Tomato,Maharashtra,Nashik,Quintal,1369.0,1743.0,1556.0
2024-09,Tomato,Maharashtra,Pune,Quintal,1621.0,2063.0,1842.0
2024-09,Tomato,Maharashtra,Ahmednagar,Quintal,1503.0,1913.0,1708.0
2024-09,Tomato,Maharashtra,Jalgaon,Quintal,1318.0,1678.0,1498.0
2024-09,Wheat,Maharashtra,Nashik,Quintal,2068.0,2632.0,2350.0
2024-09,Wheat,Maharashtra,Pune,Quintal,1985.0,2527.0,2256.0
2024-09,Wheat,Maharashtra,Ahmednagar,Quintal,2100.0,2672.0,2386.0
2024-09,Wheat,Maharashtra,Jalgaon,Quintal,1986.0,2528.0,2257.0
2024-09,Fodder,Maharashtra,Nashik,Quintal,316.0,402.0,359.0
2024-09,Fodder,Maharashtra,Pune,Quintal,310.0,394.0,352.0
2024-09,Fodder,Maharashtra,Ahmednagar,Quintal,324.0,412.0,368.0
2024-09,Fodder,Maharashtra,Jalgaon,Quintal,307.0,391.0,349.0
2024-09,Poultry,Maharashtra,Nashik,Kg,84.0,106.0,95.0
2024-09,Poultry,Maharashtra,Pune,Kg,86.0,110.0,98.0
2024-09,Poultry,Maharashtra,Ahmednagar,Kg,84.0,106.0,95.0
2024-09,Poultry,Maharashtra,Jalgaon,Kg,92.0,116.0,104.0
2024-09,MilkCow,Maharashtra,Nashik,Litre,35.0,45.0,40.0
2024-09,MilkCow,Maharashtra,Pune,Litre,35.0,45.0,40.0
2024-09,MilkCow,Maharashtra,Ahmednagar,Litre,34.0,44.0,39.0
2024-09,MilkCow,Maharashtra,Jalgaon,Litre,33.0,43.0,38.0
2024-10,Maize,Maharashtra,Nashik,Quintal,2117.0,2695.0,2406.0
2024-10,Maize,Maharashtra,Pune,Quintal,1974.0,2512.0,2243.0
2024-10,Maize,Maharashtra,Ahmednagar,Quintal,2088.0,2658.0,2373.0
2024-10,Maize,Maharashtra,Jalgaon,Quintal,2006.0,2552.0,2279.0
2024-10,Soybean,Maharashtra,Nashik,Quintal,4570.0,5816.0,5193.0
2024-10,Soybean,Maharashtra,Pune,Quintal,4307.0,5481.0,4894.0
2024-10,Soybean,Maharashtra,Ahmednagar,Quintal,4581.0,5831.0,5206.0
2024-10,Soybean,Maharashtra,Jalgaon,Quintal,4286.0,5456.0,4871.0
2024-10,Onion,Maharashtra,Nashik,Quintal,1473.0,1875.0,1674.0
2024-10,Onion,Maharashtra,Pune,Quintal,1876.0,2388.0,2132.0
2024-10,Onion,Maharashtra,Ahmednagar,Quintal,1817.0,2313.0,2065.0
2024-10,Onion,Maharashtra,Jalgaon,Quintal,1455.0,1851.0,1653.0
2024-10,Tomato,Maharashtra,Nashik,Quintal,1226.0,1560.0,1393.0
2024-10,Tomato,Maharashtra,Pune,Quintal,1712.0,2178.0,1945.0
2024-10,Tomato,Maharashtra,Ahmednagar,Quintal,1271.0,1617.0,1444.0
2024-10,Tomato,Maharashtra,Jalgaon,Quintal,1717.0,2185.0,1951.0
2024-10,Wheat,Maharashtra,Nashik,Quintal,2152.0,2738.0,2445.0
2024-10,Wheat,Maharashtra,Pune,Quintal,2100.0,2672.0,2386.0
2024-10,Wheat,Maharashtra,Ahmednagar,Quintal,2183.0,2779.0,2481.0
2024-10,Wheat,Maharashtra,Jalgaon,Quintal,2115.0,2691.0,2403.0
2024-10,Fodder,Maharashtra,Nashik,Quintal,348.0,444.0,396.0
2024-10,Fodder,Maharashtra,Pune,Quintal,334.0,426.0,380.0
2024-10,Fodder,Maharashtra,Ahmednagar,Quintal,320.0,408.0,364.0
2024-10,Fodder,Maharashtra,Jalgaon,Quintal,326.0,414.0,370.0
2024-10,Poultry,Maharashtra,Nashik,Kg,90.0,114.0,102.0
2024-10,Poultry,Maharashtra,Pune,Kg,89.0,113.0,101.0
2024-10,Poultry,Maharashtra,Ahmednagar,Kg,84.0,106.0,95.0
2024-10,Poultry,Maharashtra,Jalgaon,Kg,93.0,119.0,106.0
2024-10,MilkCow,Maharashtra,Nashik,Litre,37.0,47.0,42.0
2024-10,MilkCow,Maharashtra,Pune,Litre,35.0,45.0,40.0
2024-10,MilkCow,Maharashtra,Ahmednagar,Litre,37.0,47.0,42.0
2024-10,MilkCow,Maharashtra,Jalgaon,Litre,37.0,47.0,42.0
2024-11,Maize,Maharashtra,Nashik,Quintal,2146.0,2732.0,2439.0
2024-11,Maize,Maharashtra,Pune,Quintal,2131.0,2713.0,2422.0
2024-11,Maize,Maharashtra,Ahmednagar,Quintal,2158.0,2746.0,2452.0
2024-11,Maize,Maharashtra,Jalgaon,Quintal,2087.0,2657.0,2372.0
2024-11,Soybean,Maharashtra,Nashik,Quintal,4411.0,5613.0,5012.0
2024-11,Soybean,Maharashtra,Pune,Quintal,4175.0,5313.0,4744.0
2024-11,Soybean,Maharashtra,Ahmednagar,Quintal,4274.0,5440.0,4857.0
2024-11,Soybean,Maharashtra,Jalgaon,Quintal,4259.0,5421.0,4840.0
2024-11,Onion,Maharashtra,Nashik,Quintal,2003.0,2549.0,2276.0
2024-11,Onion,Maharashtra,Pune,Quintal,1866.0,2376.0,2121.0
2024-11,Onion,Maharashtra,Ahmednagar,Quintal,1378.0,1754.0,1566.0
2024-11,Onion,Maharashtra,Jalgaon,Quintal,1754.0,2232.0,1993.0
2024-11,Tomato,Maharashtra,Nashik,Quintal,1215.0,1547.0,1381.0
2024-11,Tomato,Maharashtra,Pune,Quintal,1286.0,1636.0,1461.0
2024-11,Tomato,Maharashtra,Ahmednagar,Quintal,1551.0,1975.0,1763.0
2024-11,Tomato,Maharashtra,Jalgaon,Quintal,1354.0,1724.0,1539.0
2024-11,Wheat,Maharashtra,Nashik,Quintal,2213.0,2817.0,2515.0
2024-11,Wheat,Maharashtra,Pune,Quintal,2161.0,2751.0,2456.0
2024-11,Wheat,Maharashtra,Ahmednagar,Quintal,2233.0,2841.0,2537.0
2024-11,Wheat,Maharashtra,Jalgaon,Quintal,2138.0,2720.0,2429.0
2024-11,Fodder,Maharashtra,Nashik,Quintal,318.0,404.0,361.0
2024-11,Fodder,Maharashtra,Pune,Quintal,324.0,412.0,368.0
2024-11,Fodder,Maharashtra,Ahmednagar,Quintal,320.0,408.0,364.0
2024-11,Fodder,Maharashtra,Jalgaon,Quintal,345.0,439.0,392.0
2024-11,Poultry,Maharashtra,Nashik,Kg,87.0,111.0,99.0
2024-11,Poultry,Maharashtra,Pune,Kg,84.0,106.0,95.0
2024-11,Poultry,Maharashtra,Ahmednagar,Kg,86.0,110.0,98.0
2024-11,Poultry,Maharashtra,Jalgaon,Kg,90.0,114.0,102.0
2024-11,MilkCow,Maharashtra,Nashik,Litre,35.0,45.0,40.0
2024-11,MilkCow,Maharashtra,Pune,Litre,37.0,47.0,42.0
2024-11,MilkCow,Maharashtra,Ahmednagar,Litre,35.0,45.0,40.0
2024-11,MilkCow,Maharashtra,Jalgaon,Litre,37.0,47.0,42.0
2024-12,Maize,Maharashtra,Nashik,Quintal,2060.0,2622.0,2341.0
2024-12,Maize,Maharashtra,Pune,Quintal,1930.0,2456.0,2193.0
2024-12,Maize,Maharashtra,Ahmednagar,Quintal,1951.0,2483.0,2217.0
2024-12,Maize,Maharashtra,Jalgaon,Quintal,2008.0,2556.0,2282.0
2024-12,Soybean,Maharashtra,Nashik,Quintal,4190.0,5332.0,4761.0
2024-12,Soybean,Maharashtra,Pune,Quintal,4360.0,5550.0,4955.0
2024-12,Soybean,Maharashtra,Ahmednagar,Quintal,4461.0,5677.0,5069.0
2024-12,Soybean,Maharashtra,Jalgaon,Quintal,4155.0,5289.0,4722.0
2024-12,Onion,Maharashtra,Nashik,Quintal,1586.0,2018.0,1802.0
2024-12,Onion,Maharashtra,Pune,Quintal,1763.0,2243.0,2003.0
2024-12,Onion,Maharashtra,Ahmednagar,Quintal,1862.0,2370.0,2116.0
2024-12,Onion,Maharashtra,Jalgaon,Quintal,1841.0,2343.0,2092.0
2024-12,Tomato,Maharashtra,Nashik,Quintal,1481.0,1885.0,1683.0
2024-12,Tomato,Maharashtra,Pune,Quintal,1094.0,1392.0,1243.0
2024-12,Tomato,Maharashtra,Ahmednagar,Quintal,1234.0,1570.0,1402.0
2024-12,Tomato,Maharashtra,Jalgaon,Quintal,1361.0,1733.0,1547.0
2024-12,Wheat,Maharashtra,Nashik,Quintal,2115.0,2691.0,2403.0
2024-12,Wheat,Maharashtra,Pune,Quintal,2210.0,2812.0,2511.0
2024-12,Wheat,Maharashtra,Ahmednagar,Quintal,2255.0,2869.0,2562.0
2024-12,Wheat,Maharashtra,Jalgaon,Quintal,2255.0,2869.0,2562.0
2024-12,Fodder,Maharashtra,Nashik,Quintal,348.0,442.0,395.0
2024-12,Fodder,Maharashtra,Pune,Quintal,339.0,431.0,385.0
2024-12,Fodder,Maharashtra,Ahmednagar,Quintal,328.0,418.0,373.0
2024-12,Fodder,Maharashtra,Jalgaon,Quintal,328.0,418.0,373.0
2024-12,Poultry,Maharashtra,Nashik,Kg,92.0,118.0,105.0
2024-12,Poultry,Maharashtra,Pune,Kg,87.0,111.0,99.0
2024-12,Poultry,Maharashtra,Ahmednagar,Kg,96.0,122.0,109.0
2024-12,Poultry,Maharashtra,Jalgaon,Kg,96.0,122.0,109.0
2024-12,MilkCow,Maharashtra,Nashik,Litre,35.0,45.0,40.0
2024-12,MilkCow,Maharashtra,Pune,Litre,36.0,46.0,41.0
2024-12,MilkCow,Maharashtra,Ahmednagar,Litre,35.0,45.0,40.0
2024-12,MilkCow,Maharashtra,Jalgaon,Litre,37.0,47.0,42.0
2025-01,Maize,Maharashtra,Nashik,Quintal,1898.0,2416.0,2157.0
2025-01,Maize,Maharashtra,Pune,Quintal,2016.0,2566.0,2291.0
2025-01,Maize,Maharashtra,Ahmednagar,Quintal,1886.0,2400.0,2143.0
2025-01,Maize,Maharashtra,Jalgaon,Quintal,1903.0,2423.0,2163.0
2025-01,Soybean,Maharashtra,Nashik,Quintal,4415.0,5619.0,5017.0
2025-01,Soybean,Maharashtra,Pune,Quintal,4118.0,5242.0,4680.0
2025-01,Soybean,Maharashtra,Ahmednagar,Quintal,3997.0,5087.0,4542.0
2025-01,Soybean,Maharashtra,Jalgaon,Quintal,3887.0,4947.0,4417.0
2025-01,Onion,Maharashtra,Nashik,Quintal,1580.0,2010.0,1795.0
2025-01,Onion,Maharashtra,Pune,Quintal,1353.0,1721.0,1537.0
2025-01,Onion,Maharashtra,Ahmednagar,Quintal,1784.0,2270.0,2027.0
2025-01,Onion,Maharashtra,Jalgaon,Quintal,1743.0,2219.0,1981.0
2025-01,Tomato,Maharashtra,Nashik,Quintal,1514.0,1926.0,1720.0
2025-01,Tomato,Maharashtra,Pune,Quintal,1582.0,2014.0,1798.0
2025-01,Tomato,Maharashtra,Ahmednagar,Quintal,1200.0,1528.0,1364.0
2025-01,Tomato,Maharashtra,Jalgaon,Quintal,1351.0,1719.0,1535.0
2025-01,Wheat,Maharashtra,Nashik,Quintal,2002.0,2548.0,2275.0
2025-01,Wheat,Maharashtra,Pune,Quintal,2072.0,2636.0,2354.0
2025-01,Wheat,Maharashtra,Ahmednagar,Quintal,2074.0,2640.0,2357.0
2025-01,Wheat,Maharashtra,Jalgaon,Quintal,2041.0,2597.0,2319.0
2025-01,Fodder,Maharashtra,Nashik,Quintal,312.0,398.0,355.0
2025-01,Fodder,Maharashtra,Pune,Quintal,313.0,399.0,356.0
2025-01,Fodder,Maharashtra,Ahmednagar,Quintal,308.0,392.0,350.0
2025-01,Fodder,Maharashtra,Jalgaon,Quintal,334.0,426.0,380.0
2025-01,Poultry,Maharashtra,Nashik,Kg,92.0,116.0,104.0
2025-01,Poultry,Maharashtra,Pune,Kg,82.0,104.0,93.0
2025-01,Poultry,Maharashtra,Ahmednagar,Kg,83.0,105.0,94.0
2025-01,Poultry,Maharashtra,Jalgaon,Kg,92.0,118.0,105.0
2025-01,MilkCow,Maharashtra,Nashik,Litre,35.0,45.0,40.0
2025-01,MilkCow,Maharashtra,Pune,Litre,34.0,44.0,39.0
2025-01,MilkCow,Maharashtra,Ahmednagar,Litre,34.0,44.0,39.0
2025-01,MilkCow,Maharashtra,Jalgaon,Litre,33.0,43.0,38.0
2025-02,Maize,Maharashtra,Nashik,Quintal,1986.0,2528.0,2257.0
2025-02,Maize,Maharashtra,Pune,Quintal,1893.0,2409.0,2151.0
2025-02,Maize,Maharashtra,Ahmednagar,Quintal,1952.0,2484.0,2218.0
2025-02,Maize,Maharashtra,Jalgaon,Quintal,1892.0,2408.0,2150.0
2025-02,Soybean,Maharashtra,Nashik,Quintal,4199.0,5345.0,4772.0
2025-02,Soybean,Maharashtra,Pune,Quintal,4212.0,5360.0,4786.0
2025-02,Soybean,Maharashtra,Ahmednagar,Quintal,4203.0,5349.0,4776.0
2025-02,Soybean,Maharashtra,Jalgaon,Quintal,4389.0,5587.0,4988.0
2025-02,Onion,Maharashtra,Nashik,Quintal,1491.0,1897.0,1694.0
2025-02,Onion,Maharashtra,Pune,Quintal,1887.0,2401.0,2144.0
2025-02,Onion,Maharashtra,Ahmednagar,Quintal,1633.0,2079.0,1856.0
2025-02,Onion,Maharashtra,Jalgaon,Quintal,1680.0,2138.0,1909.0
2025-02,Tomato,Maharashtra,Nashik,Quintal,1647.0,2097.0,1872.0
2025-02,Tomato,Maharashtra,Pune,Quintal,1225.0,1559.0,1392.0
2025-02,Tomato,Maharashtra,Ahmednagar,Quintal,1776.0,2260.0,2018.0
2025-02,Tomato,Maharashtra,Jalgaon,Quintal,1279.0,1627.0,1453.0
2025-02,Wheat,Maharashtra,Nashik,Quintal,2094.0,2664.0,2379.0
2025-02,Wheat,Maharashtra,Pune,Quintal,2080.0,2648.0,2364.0
2025-02,Wheat,Maharashtra,Ahmednagar,Quintal,2016.0,2566.0,2291.0
2025-02,Wheat,Maharashtra,Jalgaon,Quintal,2083.0,2651.0,2367.0
2025-02,Fodder,Maharashtra,Nashik,Quintal,334.0,426.0,380.0
2025-02,Fodder,Maharashtra,Pune,Quintal,326.0,416.0,371.0
2025-02,Fodder,Maharashtra,Ahmednagar,Quintal,307.0,391.0,349.0
2025-02,Fodder,Maharashtra,Jalgaon,Quintal,329.0,419.0,374.0
2025-02,Poultry,Maharashtra,Nashik,Kg,89.0,113.0,101.0
2025-02,Poultry,Maharashtra,Pune,Kg,81.0,103.0,92.0
2025-02,Poultry,Maharashtra,Ahmednagar,Kg,89.0,113.0,101.0
2025-02,Poultry,Maharashtra,Jalgaon,Kg,80.0,102.0,91.0
2025-02,MilkCow,Maharashtra,Nashik,Litre,35.0,45.0,40.0
2025-02,MilkCow,Maharashtra,Pune,Litre,36.0,46.0,41.0
2025-02,MilkCow,Maharashtra,Ahmednagar,Litre,33.0,43.0,38.0
2025-02,MilkCow,Maharashtra,Jalgaon,Litre,34.0,44.0,39.0
2025-03,Maize,Maharashtra,Nashik,Quintal,1973.0,2511.0,2242.0
2025-03,Maize,Maharashtra,Pune,Quintal,1930.0,2456.0,2193.0
2025-03,Maize,Maharashtra,Ahmednagar,Quintal,1954.0,2486.0,2220.0
2025-03,Maize,Maharashtra,Jalgaon,Quintal,1890.0,2406.0,2148.0
2025-03,Soybean,Maharashtra,Nashik,Quintal,3902.0,4966.0,4434.0
2025-03,Soybean,Maharashtra,Pune,Quintal,3991.0,5079.0,4535.0
2025-03,Soybean,Maharashtra,Ahmednagar,Quintal,3969.0,5051.0,4510.0
2025-03,Soybean,Maharashtra,Jalgaon,Quintal,4297.0,5469.0,4883.0
2025-03,Onion,Maharashtra,Nashik,Quintal,1638.0,2084.0,1861.0
2025-03,Onion,Maharashtra,Pune,Quintal,1675.0,2131.0,1903.0
2025-03,Onion,Maharashtra,Ahmednagar,Quintal,1334.0,1698.0,1516.0
2025-03,Onion,Maharashtra,Jalgaon,Quintal,1461.0,1859.0,1660.0
2025-03,Tomato,Maharashtra,Nashik,Quintal,1258.0,1602.0,1430.0
2025-03,Tomato,Maharashtra,Pune,Quintal,1405.0,1789.0,1597.0
2025-03,Tomato,Maharashtra,Ahmednagar,Quintal,1342.0,1708.0,1525.0
2025-03,Tomato,Maharashtra,Jalgaon,Quintal,1573.0,2003.0,1788.0
2025-03,Wheat,Maharashtra,Nashik,Quintal,2020.0,2572.0,2296.0
2025-03,Wheat,Maharashtra,Pune,Quintal,2049.0,2607.0,2328.0
2025-03,Wheat,Maharashtra,Ahmednagar,Quintal,2114.0,2690.0,2402.0
2025-03,Wheat,Maharashtra,Jalgaon,Quintal,2002.0,2548.0,2275.0
2025-03,Fodder,Maharashtra,Nashik,Quintal,304.0,386.0,345.0
2025-03,Fodder,Maharashtra,Pune,Quintal,307.0,391.0,349.0
2025-03,Fodder,Maharashtra,Ahmednagar,Quintal,322.0,410.0,366.0
2025-03,Fodder,Maharashtra,Jalgaon,Quintal,326.0,416.0,371.0
2025-03,Poultry,Maharashtra,Nashik,Kg,92.0,116.0,104.0
2025-03,Poultry,Maharashtra,Pune,Kg,84.0,106.0,95.0
2025-03,Poultry,Maharashtra,Ahmednagar,Kg,91.0,115.0,103.0
2025-03,Poultry,Maharashtra,Jalgaon,Kg,82.0,104.0,93.0
2025-03,MilkCow,Maharashtra,Nashik,Litre,33.0,43.0,38.0
2025-03,MilkCow,Maharashtra,Pune,Litre,35.0,45.0,40.0
2025-03,MilkCow,Maharashtra,Ahmednagar,Litre,34.0,44.0,39.0
2025-03,MilkCow,Maharashtra,Jalgaon,Litre,34.0,44.0,39.0
2025-04,Maize,Maharashtra,Nashik,Quintal,2046.0,2604.0,2325.0
2025-04,Maize,Maharashtra,Pune,Quintal,1890.0,2406.0,2148.0
2025-04,Maize,Maharashtra,Ahmednagar,Quintal,1903.0,2421.0,2162.0
2025-04,Maize,Maharashtra,Jalgaon,Quintal,2079.0,2645.0,2362.0
2025-04,Soybean,Maharashtra,Nashik,Quintal,4016.0,5112.0,4564.0
2025-04,Soybean,Maharashtra,Pune,Quintal,3980.0,5066.0,4523.0
2025-04,Soybean,Maharashtra,Ahmednagar,Quintal,4541.0,5779.0,5160.0
2025-04,Soybean,Maharashtra,Jalgaon,Quintal,4157.0,5291.0,4724.0
2025-04,Onion,Maharashtra,Nashik,Quintal,1596.0,2032.0,1814.0
2025-04,Onion,Maharashtra,Pune,Quintal,1882.0,2396.0,2139.0
2025-04,Onion,Maharashtra,Ahmednagar,Quintal,1783.0,2269.0,2026.0
2025-04,Onion,Maharashtra,Jalgaon,Quintal,1956.0,2490.0,2223.0
2025-04,Tomato,Maharashtra,Nashik,Quintal,1479.0,1883.0,1681.0
2025-04,Tomato,Maharashtra,Pune,Quintal,1324.0,1684.0,1504.0
2025-04,Tomato,Maharashtra,Ahmednagar,Quintal,1742.0,2216.0,1979.0
2025-04,Tomato,Maharashtra,Jalgaon,Quintal,1461.0,1859.0,1660.0
2025-04,Wheat,Maharashtra,Nashik,Quintal,2014.0,2564.0,2289.0
2025-04,Wheat,Maharashtra,Pune,Quintal,2148.0,2734.0,2441.0
2025-04,Wheat,Maharashtra,Ahmednagar,Quintal,2122.0,2700.0,2411.0
2025-04,Wheat,Maharashtra,Jalgaon,Quintal,2018.0,2568.0,2293.0
2025-04,Fodder,Maharashtra,Nashik,Quintal,307.0,391.0,349.0
2025-04,Fodder,Maharashtra,Pune,Quintal,327.0,417.0,372.0
2025-04,Fodder,Maharashtra,Ahmednagar,Quintal,324.0,412.0,368.0
2025-04,Fodder,Maharashtra,Jalgaon,Quintal,310.0,394.0,352.0
2025-04,Poultry,Maharashtra,Nashik,Kg,83.0,105.0,94.0
2025-04,Poultry,Maharashtra,Pune,Kg,89.0,113.0,101.0
2025-04,Poultry,Maharashtra,Ahmednagar,Kg,83.0,105.0,94.0
2025-04,Poultry,Maharashtra,Jalgaon,Kg,93.0,119.0,106.0
2025-04,MilkCow,Maharashtra,Nashik,Litre,36.0,46.0,41.0
2025-04,MilkCow,Maharashtra,Pune,Litre,33.0,43.0,38.0
2025-04,MilkCow,Maharashtra,Ahmednagar,Litre,36.0,46.0,41.0
2025-04,MilkCow,Maharashtra,Jalgaon,Litre,35.0,45.0,40.0
